No,MLSID,StreetNumberNumeric,streetaddress,STREETNAME,PostalCode,StateOrProvince,City,SalesClosePrice,LISTDATE,LISTPRICE,LISTTYPE,OriginalListPrice,FOUNDATIONSIZE,FENCE,MapLetter,LotSizeDimensions,SchoolDistrictNumber,DAYSONMARKET,offmarketdate,Fireplaces,RoomArea4,roomtype,ROOF,RoomFloor4,PotentialShortSale,PoolDescription,PDOM,GarageDescription,SQFTABOVEGROUND,Taxes,RoomFloor1,RoomArea1,TAXWITHASSESSMENTS,TAXYEAR,LivingArea,UNITNUMBER,YEARBUILT,ZONING,STYLE,ACRES,CoolingDescription,APPLIANCES,backonmarketdate,ROOMFAMILYCHAR,RoomArea3,EXTERIOR,RoomFloor3,RoomFloor2,RoomArea2,DiningRoomDescription,BASEMENT,BathsFull,BathsHalf,BATHQUARTER,BATHSTHREEQUARTER,Class,BATHSTOTAL,BATHDESC,RoomArea5,RoomFloor5,RoomArea6,RoomFloor6,RoomArea7,RoomFloor7,RoomArea8,RoomFloor8,Bedrooms,SQFTBELOWGROUND,AssumableMortgage,AssociationFee,ASSESSMENTPENDING,AssessedValuation
3350,RMLS,1460,1460 Etna St,Etna,55106,MN,STP - Saint Paul,300000,4/21/2017 0:00,309900,Exclusive Right,319900,1196,"",E2,113x90,625 - St. Paul,150,9/18/2017 0:00,0,13x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Foyer","Asphalt Shingles, Age 8 Years or Less",Upper,No,"",84,"Attached Garage, Detached Garage, Driveway - Asphalt, Garage Door Opener",1210,570,Upper,16x13,1018,2017,2200,"",2017,Residential-Single,(SF) Split Entry (Bi-Level),0.23,Central,"Microwave, Dishwasher, Refrigerator, Air-To-Air Exchanger","","Lower Level, Family Room",31x14,"Metal, Vinyl",Lower,Upper,13x11,Informal Dining Room,"Full, Finished (Livable), Drainage System, Sump Pump, Day/Lookout Windows, Concrete Block",2,0,0,0,SF,2,"Main Floor Full Bath, Walk Thru, Full Basement",15x14,Upper,13x11,Upper,14x11,Lower,12.11.5,Lower,4,990,"",0,Yes,447
3351,RMLS,885,885 Portland Ave,Portland,55104,MN,STP - Saint Paul,297500,3/1/2017 0:00,309900,Exclusive Right,329900,1104,"Wood, Privacy",E4,40x150,625 - St. Paul,31,4/13/2017 0:00,1,13x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Play Room, Walk-In Closet","Asphalt Shingles, Age Over 8 Years",Main,No,"",11,Detached Garage,1520,3550,Main,21x13,3604,2016,1520,"",1924,Residential-Single,(SF) One 1/2 Stories,0,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","","",Stucco,"",Main,13x11,Separate/Formal Dining Room,Full,1,0,0,1,SF,2,"Main Floor Full Bath, Jack & Jill 3/4",12x10,Main,13x9,Main,12x10,Upper,13x9,Upper,4,0,Not Assumable,0,Yes,54
3352,RMLS,783,783 Marshall Ave,Marshall,55104,MN,STP - Saint Paul,311000,3/1/2017 0:00,309900,Exclusive Right,309900,908,None,E4,40x122,625 - St. Paul,1,3/2/2017 0:00,1,"","Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Porch, Office, Unfinished",Asphalt Shingles,Main,No,None,1,Detached Garage,1816,2074,Main,"",2074,2015,1816,"",2014,Residential-Single,(SF) Two Stories,0.11,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer","",Main Level,"",Vinyl,Main,Main,"","Breakfast Area, Living/Dining Room",Unfinished,2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Full Master","",Upper,"",Upper,"",Upper,"","",3,0,"",0,No,0
3353,RMLS,1674,1674 Saint Clair Ave,Saint Clair,55105,MN,STP - Saint Paul,300000,8/16/2017 0:00,310000,Exclusive Right,315000,1080,"",D1,40x126,625 - St. Paul,62,10/17/2017 0:00,0,12x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sitting Room",Age Over 8 Years,Main,No,None,39,Detached Garage,1080,4238,Main,17x14,4388,2017,1580,"",1922,Residential-Single,(SF) One Story,0.116,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Other","","Lower Level, Family Room",15x12,"Stucco, Brick/Stone",Lower,Main,14x11,Separate/Formal Dining Room,"Full, Finished (Livable), Drain Tiled, Sump Pump",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",12x11,Main,12x9,Main,12x8,Lower,10x9,Lower,4,500,Not Assumable,0,Unknown,150
3354,RMLS,496,"496 Holly Ave, 2",Holly,55102,MN,STP - Saint Paul,310000,5/12/2017 0:00,310000,Exclusive Right,310000,1350,"",A4,Common,625 - St. Paul,25,7/13/2017 0:00,2,12x17,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Pantry (Walk-In), Porch",Asphalt Shingles,Main,No,"",25,"Detached Garage, Assigned, Garage Door Opener",1350,4036,Main,18x18,4036,2017,1350,2,1896,Residential-Multi-Family,(CC) Low Rise (3- Levels),0.03,Wall,"Range, Dishwasher, Refrigerator, Washer, Dryer","","","",Wood,"","","","",Full,1,1,0,0,SF,2,"Main Floor Full Bath, Main Floor 1/2 Bath",13x18,Main,11x15,Main,"","","","",2,0,"",425,No,0
3355,RMLS,2176,2176 Goodrich Ave,Goodrich,55105,MN,STP - Saint Paul,310000,4/21/2017 0:00,310000,Exclusive Right,310000,624,"Wood, Privacy, Full",C1,46x122x47x122,625 - St. Paul,5,5/8/2017 0:00,1,11x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Porch","",Main,No,None,5,"Detached Garage, Garage Door Opener",1248,4086,Main,17x12,4144,2017,1248,"",1916,Residential-Single,(SF) Two Stories,0.132,Window,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","","","Wood, Stucco","",Main,13x12,Separate/Formal Dining Room,Full,1,0,0,0,SF,1,"Upper Level Full Bath , Basement",13x11,Upper,12x9,Upper,11x9,Upper,"","",3,0,Not Assumable,0,Unknown,58
3356,RMLS,284,284 Griggs St S,Griggs,55105,MN,STP - Saint Paul,314500,10/16/2017 0:00,314900,Exclusive Right,333900,1020,"Wood, Partial",E1,40x120,625 - St. Paul,35,11/20/2017 0:00,0,12x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Porch, Foyer, Other","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,None,12,"Detached Garage, Driveway - Concrete, Garage Door Opener",1612,3366,Main,18x12,3366,2017,2025,"",1936,Residential-Single,(SF) One 1/2 Stories,0.11,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Tankless Water  Heater","",Lower Level,23x14,Vinyl,Lower,Main,12x10,Separate/Formal Dining Room,"Full, Partial Finished, Day/Lookout Windows, Concrete Block",1,0,0,0,SF,1,Main Floor Full Bath,16x12,Main,12x12,Main,35x15,Upper,8x8,"",3,413,Not Assumable,0,Unknown,0
3357,RMLS,1089,1089 Cleveland Ave S,Cleveland,55116,MN,STP - Saint Paul,319000,10/2/2017 0:00,314900,Exclusive Right,314900,852,"Wood, Full",C3,45x134,625 - St. Paul,3,10/14/2017 0:00,0,10x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Den, Office, Walk-In Closet, Deck",Asphalt Shingles,Main,No,None,3,Detached Garage,1155,3694,Main,17x11,3694,2017,1947,"",1953,Residential-Single,(SF) One 1/2 Stories,0.14,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer","",Lower Level,"","Metal, Vinyl",Lower,Main,11x9,Separate/Formal Dining Room,"Full, Finished (Livable), Drain Tiled, Sump Pump, Egress Windows",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",11x10,Main,29x24,Upper,15x14,Lower,"","",3,792,"",0,No,0
3358,RMLS,1897,1897 Field Avenue,Field Avenue,55116,MN,STP - Saint Paul,323000,7/25/2017 0:00,314900,Exclusive Right,314900,952,"",C3,56x138x56x138,625 - St. Paul,1,8/3/2017 0:00,0,17x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office, Deck","Asphalt Shingles, Age 8 Years or Less",Main,No,"",1,"Detached Garage, Driveway - Asphalt",952,3186,Main,17x11,3244,2017,1750,"",1982,Residential-Single,(SF) One Story,0.18,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","",Lower Level,17x15,Wood,Lower,"","",Eat In Kitchen,"Full, Finished (Livable), Sump Pump, Egress Windows, Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",11x11,Main,14x10,Main,9x10,Main,9x17,Lower,4,798,Not Assumable,0,Yes,58.2
3359,RMLS,1663,1663 Scheffer Ave,Scheffer,55116,MN,STP - Saint Paul,309000,6/30/2017 0:00,314900,Exclusive Right,324900,836,"",D2,40x127,625 - St. Paul,52,8/21/2017 0:00,1,7X11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Foyer","Asphalt Shingles, Age 8 Years or Less",Main,No,"",34,"Detached Garage, Garage Door Opener",1391,3858,Main,11X13,4202,2017,1391,"",1930,Residential-Single,(SF) One 1/2 Stories,0.12,Wall,"Range, Disposal","",Main Level,11X11,Stucco,Main,Main,10X11,"Separate/Formal Dining Room, Eat In Kitchen",Full,1,0,0,0,SF,1,Main Floor Full Bath,10X11,Main,10X11,Main,12X14,Upper,"","",3,0,"",0,Yes,344.36
3360,RMLS,1256,1256 Jefferson Ave,Jefferson,55105,MN,STP - Saint Paul,313500,5/1/2017 0:00,314900,Exclusive Right,314900,902,"",D1,43x124,625 - St. Paul,12,5/13/2017 0:00,1,10x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office, Laundry, Storage Room, Spa or Sauna Room","Asphalt Shingles, Age Over 8 Years",Main,No,"",12,"Detached Garage, Insulated Garage, Heated Garage, Driveway - Concrete, Garage Door Opener",902,2925,Main,17x12,3322,2017,1644,"",1932,Residential-Single,(SF) One Story,0.12,Window,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","Lower Level, Family Room",14x12,Stucco,Lower,Main,10x12,Separate/Formal Dining Room,"Full, Finished (Livable), Drain Tiled, Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, Full Basement",14x11,Main,11x13,Main,"","","","",2,742,"",0,No,397
3361,RMLS,1706,1706 Palace Ave,Palace,55105,MN,STP - Saint Paul,314900,4/14/2017 0:00,314900,Exclusive Right,314900,775,Partial,D2,40x127,625 - St. Paul,1,5/4/2017 0:00,0,10x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Mud Room","Asphalt Shingles, Age Over 8 Years",Main,No,"",1,Detached Garage,1040,4438,Main,12x11,4438,2017,1418,"",1918,Residential-Single,(SF) One 1/2 Stories,0.12,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","",Lower Level,21x18,Stucco,Lower,Main,12x11,"Informal Dining Room, Living/Dining Room","Full, Egress Windows",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",10x10,Main,10x9,Main,23x11,Upper,12x10,Lower,4,378,"",0,Unknown,0
