No,MLSID,StreetNumberNumeric,streetaddress,STREETNAME,PostalCode,StateOrProvince,City,SalesClosePrice,LISTDATE,LISTPRICE,LISTTYPE,OriginalListPrice,FOUNDATIONSIZE,FENCE,MapLetter,LotSizeDimensions,SchoolDistrictNumber,DAYSONMARKET,offmarketdate,Fireplaces,RoomArea4,roomtype,ROOF,RoomFloor4,PotentialShortSale,PoolDescription,PDOM,GarageDescription,SQFTABOVEGROUND,Taxes,RoomFloor1,RoomArea1,TAXWITHASSESSMENTS,TAXYEAR,LivingArea,UNITNUMBER,YEARBUILT,ZONING,STYLE,ACRES,CoolingDescription,APPLIANCES,backonmarketdate,ROOMFAMILYCHAR,RoomArea3,EXTERIOR,RoomFloor3,RoomFloor2,RoomArea2,DiningRoomDescription,BASEMENT,BathsFull,BathsHalf,BATHQUARTER,BATHSTHREEQUARTER,Class,BATHSTOTAL,BATHDESC,RoomArea5,RoomFloor5,RoomArea6,RoomFloor6,RoomArea7,RoomFloor7,RoomArea8,RoomFloor8,Bedrooms,SQFTBELOWGROUND,AssumableMortgage,AssociationFee,ASSESSMENTPENDING,AssessedValuation
1677,RMLS,1002,1002 5th St E,5th,55106,MN,STP - Saint Paul,161900,8/15/2017 0:00,159900,Exclusive Right,159900,720,"",D3,40x143,625 - St. Paul,6,8/29/2017 0:00,0,16x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Other, Other",Asphalt Shingles,Main,No,"",6,"Attached Garage, Tuckunder, Driveway - Concrete",1340,1135,Main,14x13,1990,2017,1340,"",1914,Residential-Single,(SF) Two Stories,0.131,None,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","","",Stucco,"",Main,13x12,Separate/Formal Dining Room,"Full, Concrete Block, Unfinished",1,0,0,0,SF,1,Upper Level Full Bath,12x11,Upper,11x9,Upper,16x9,Upper,"","",3,0,"",0,Yes,854.61
1678,RMLS,1777,1777 Margaret St,Margaret,55106,MN,STP - Saint Paul,127500,8/11/2017 0:00,159900,Exclusive Right,159900,720,"",A3,37x120,625 - St. Paul,5,8/16/2017 0:00,0,12x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Pitched",Main,No,"",5,Detached Garage,860,2424,Main,17x11,2424,2017,860,"",1940,Residential-Single,(SF) One 1/2 Stories,0.11,"Central, Window","Range, Washer, Dryer","","","","Metal, Vinyl","","","","",Full,1,0,0,0,SF,1,Main Floor Full Bath,16x11,Upper,12x10,Main,10x10,Main,"","",3,0,"",0,No,0
1679,RMLS,454,454 Michigan St,Michigan,55102,MN,STP - Saint Paul,160000,8/11/2017 0:00,159900,Exclusive Right,159900,680,"",A1,66x50,625 - St. Paul,12,8/28/2017 0:00,0,12x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch",Asphalt Shingles,Main,No,"",12,None,1142,2550,Main,20x12,2550,2017,1142,"",1882,Residential-Single,(SF) Two Stories,0.05,None,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","","","Wood, Metal","",Main,10x9,"Separate/Formal Dining Room, Eat In Kitchen",Full,1,0,0,0,SF,1,Main Floor Full Bath,12x11,Upper,12x11,Upper,13x8,Upper,"","",3,0,"",0,Unknown,0
1680,RMLS,1322,1322 Taylor Ave W,Taylor,55104,MN,STP - Saint Paul,160000,8/9/2017 0:00,159900,Exclusive Right,175000,832,Chain Link,D3,40x134x39x134,625 - St. Paul,62,10/20/2017 0:00,0,17x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age Over 8 Years",Main,No,None,26,"Detached Garage, Driveway - Shared",1125,2332,Main,19x13,2386,2017,1170,"",1921,Residential-Single,(SF) One 1/2 Stories,0.123,"Central, Window","Range, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","","",Vinyl,"","","",Eat In Kitchen,"Full, Unfinished",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",17x9,Main,19x5,Upper,14x9,Upper,"","",3,45,"",0,Unknown,54
1681,RMLS,63,63 Manitoba Ave,Manitoba,55117,MN,STP - Saint Paul,151000,8/8/2017 0:00,159900,Exclusive Right,169900,968,Wire,B3,40x207,625 - St. Paul,90,11/6/2017 0:00,1,10x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Age Over 8 Years,Main,No,"",38,Driveway - Gravel,1208,853,Main,12x15,1332,2017,2176,"",1941,Residential-Single,(SF) One 1/2 Stories,0.19,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","","",Brick/Stone,"","","","","Full, Egress Windows",2,0,0,0,SF,2,"Main Floor Full Bath, Full Basement, Whirlpool",12x14,Main,11x12,Main,12x20,Upper,"","",3,968,"",0,Unknown,479
1682,RMLS,1375,1375 Furness Pkwy,Furness,55119,MN,STP - Saint Paul,159000,8/4/2017 0:00,159900,Exclusive Right,169900,1040,Wood,A2,40x126,625 - St. Paul,117,11/29/2017 0:00,0,10x16,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Flex Room",Asphalt Shingles,Main,No,"",75,"Detached Garage, Driveway - Gravel, Garage Door Opener",1040,2304,Main,14x16,2362,2017,1040,"",1963,Residential-Single,(SF) One Story,0.116,Central,"Range, Refrigerator, Washer, Dryer","",Lower Level,12x21,"Stucco, Brick/Stone",Lower,"","",Eat In Kitchen,"Full, Partial Finished",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",10x12,Main,11x10,Main,11x12,Main,"","",3,0,"",0,Unknown,58.2
1683,RMLS,1725,1725 Montana Ave E,Montana,55106,MN,STP - Saint Paul,160000,8/3/2017 0:00,159900,Exclusive Right,159900,792,"",E2,51x124,625 - St. Paul,6,8/9/2017 0:00,0,15x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry",Asphalt Shingles,Main,No,None,6,"Detached Garage, Garage Door Opener",960,2494,Main,18x11,2494,2017,1268,"",1950,Residential-Single,(SF) One 1/2 Stories,0.145,Central,"Range, Exhaust Fan/Hood, Refrigerator, Washer, Dryer","",Lower Level,28x11,"Shakes, Brick/Stone",Lower,"","",Eat In Kitchen,"Full, Finished (Livable)",1,0,0,0,SF,1,Main Floor Full Bath,12x11,Main,12x7,Main,32x9,Upper,"","",3,308,"",0,Unknown,0
1684,RMLS,1251,1251 Albemarle St,Albemarle,55117,MN,STP - Saint Paul,160000,7/30/2017 0:00,159900,Exclusive Right,159900,840,"Chain Link, Full",B2,84X100,625 - St. Paul,18,8/17/2017 0:00,0,14X12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Garage","",Main,No,"",18,Detached Garage,1625,2238,Main,14X14,2238,2017,1625,"",1900,Residential-Single,(SF) One 1/2 Stories,0.09,Window,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator","",Main Level,13X12,"Metal, Vinyl",Main,Main,13X7.5,"Separate/Formal Dining Room, Eat In Kitchen","Full, Concrete Block, Poured Concrete",1,0,0,1,SF,2,"Main Floor Full Bath, Upper Level 3/4 Bath",17X17,Upper,14X10,Upper,11X7,Upper,"","",3,0,"",0,No,0
1685,RMLS,693,693 FRONT AVE Ave,FRONT AVE,55103,MN,STP - Saint Paul,165000,7/28/2017 0:00,159900,Exclusive Right,165000,864,Other,A3,40 X166,625 - St. Paul,40,9/6/2017 0:00,0,14 x  8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","",Main,No,"",25,Driveway - Gravel,1100,2040,Main,15 x  18,2040,2017,1100,"",1946,Residential-Single,(SF) One 1/2 Stories,0,None,"Range, Refrigerator, Washer, Dryer","",Family Room,"",Vinyl,"","","","Eat In Kitchen, Living/Dining Room",Full,1,0,0,0,SF,1,Main Floor Full Bath,30x12,Upper,10x11,Main,9x11,Main,"","",3,0,"",0,No,0
1686,RMLS,574,574 Brunson St,Brunson,55130,MN,STP - Saint Paul,157900,7/27/2017 0:00,159900,Exclusive Right,159900,684,Wood,C3,"50,000x50,000",625 - St. Paul,15,8/11/2017 0:00,0,13x12,"Living Room, Dining Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Walk-In Closet, Mud Room",Asphalt Shingles,Main,No,"",15,Detached Garage,1252,824,Main,15x13,878,2016,1252,"",1879,Residential-Single,(SF) Two Stories,0.06,None,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","","",Stucco,"",Main,12x12,Separate/Formal Dining Room,Unfinished,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",8x7,Main,13x13,Upper,11x8,Upper,"","",3,0,Not Assumable,0,No,54
1687,RMLS,1692,1692 Iowa Ave E,Iowa,55106,MN,STP - Saint Paul,162000,7/19/2017 0:00,159900,Exclusive Right,159900,875,None,E2,124x51,625 - St. Paul,8,7/27/2017 0:00,0,13x8,"Living Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Garage, Walk-In Closet",Asphalt Shingles,Main,No,"",8,Detached Garage,875,1848,Main,22x11,1902,2016,1270,"",1953,Residential-Single,(SF) One Story,0.14,Central,"Range, Exhaust Fan/Hood, Refrigerator, Washer, Dryer","",Lower Level,35x10,"Metal, Vinyl",Lower,"","",Separate/Formal Dining Room,Finished (Livable),1,0,0,0,SF,1,Main Floor Full Bath,13x10,Main,10x10,Main,11x9,Main,"","",3,395,Not Assumable,0,No,54
1688,RMLS,1828,1828 Hawthorne Ave E,Hawthorne,55119,MN,STP - Saint Paul,153000,7/17/2017 0:00,159900,Exclusive Right,180000,572,"Wood, Chain Link",A2,60x124,625 - St. Paul,85,10/10/2017 0:00,0,10x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch","",Main,No,"",32,Detached Garage,572,1886,Main,19x11,1886,2016,572,"",1923,Residential-Single,(SF) One Story,0.17,Central,"Range, Microwave, Refrigerator","","","",Stucco,"","","","",Full,1,0,0,0,SF,1,Main Floor Full Bath,11x9,Main,10x10,Main,"","","","",2,0,Not Assumable,0,No,0
1689,RMLS,1102,1102 Galtier St,Galtier,55117,MN,STP - Saint Paul,159900,7/17/2017 0:00,159900,Exclusive Right,159900,1021,Wood,B2,30x124,625 - St. Paul,3,8/8/2017 0:00,0,15.5x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck, Porch",Asphalt Shingles,Main,No,"",3,None,1601,1986,Main,27x12.5,2370,2016,1601,"",1895,Residential-Single,(SF) Two Stories,0.09,Wall,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator","","","",Stucco,"",Main,10.5x5,Informal Dining Room,"Partial, Unfinished",1,0,0,1,SF,2,"Main Floor 3/4 Bath, Upper Level Full Bath",11.5x11.5,Main,12.5x11.5,Upper,11x10,Upper,10x8,Upper,4,0,"",0,Unknown,384
1690,RMLS,579,"579 Summit Ave, 106",Summit,55102,MN,STP - Saint Paul,165000,7/13/2017 0:00,159900,Exclusive Right,159900,700,"",A1,0,625 - St. Paul,29,8/11/2017 0:00,0,11x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck","",Main,No,"",29,None,700,1650,Main,17x9,1842,2016,700,106,1896,Residential-Single,(CC) Low Rise (3- Levels),0.016,None,"Range, Microwave, Dishwasher, Refrigerator","","","",Brick/Stone,"","","","",None,1,0,0,0,SF,1,Main Floor Full Bath,16x10,Main,"","","","","","",1,0,"",251,Unknown,192
1691,RMLS,1307,1307 Edgerton St,Edgerton,55130,MN,STP - Saint Paul,160000,7/6/2017 0:00,159900,Exclusive Right,159900,832,"Chain Link, Full",C2,42x148,625 - St. Paul,13,7/31/2017 0:00,0,10x8.5,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, , , , Patio","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,"",13,"Detached Garage, Driveway - Asphalt",832,1782,Main,13x12,2110,2017,832,"",1927,Residential-Single,(SF) One Story,0.14,None,"Range, Dishwasher, Refrigerator, Washer, Dryer","","","",Stucco,"",Main,13x8.5,"Informal Dining Room, Eat In Kitchen, Living/Dining Room",Full,1,0,0,0,SF,1,Main Floor Full Bath,13.5x9,Main,"","","","","","",2,0,"",0,Unknown,328
1692,RMLS,1821,1821 Orange Ave E,Orange,55119,MN,STP - Saint Paul,168500,7/6/2017 0:00,159900,Exclusive Right,159900,804,Chain Link,A2,40x123,625 - St. Paul,11,7/20/2017 0:00,0,"","Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","","",No,"",11,Detached Garage,1095,2518,Main,15x11'3,2518,2017,1095,"",1946,Residential-Single,(SF) One 1/2 Stories,0.11,Central,"","","","",Stucco,"","","","",Unfinished,1,0,0,0,SF,1,"",11'7x10,Main,9'9x11'7,Main,27x10'2,Upper,"","",3,0,"",0,No,0
1693,RMLS,951,951 Frank St,Frank,55106,MN,STP - Saint Paul,165000,6/29/2017 0:00,159900,Exclusive Right,159900,616,Chain Link,D3,68x110,625 - St. Paul,35,8/3/2017 0:00,0,9x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,None,35,Detached Garage,1168,796,Main,12x12,1328,2016,1168,"",1923,Residential-Single,(SF) Two Stories,0.17,None,"Range, Microwave, Refrigerator","","","","Vinyl, Stucco, Brick/Stone","",Main,11x12,"","Full, Unfinished",1,0,0,0,SF,1,Upper Level Full Bath,12x13,Upper,9x11,Upper,9x10,Upper,"","",3,0,"",0,Unknown,531.32
1694,RMLS,772,772 Magnolia Ave E,Magnolia,55106,MN,STP - Saint Paul,159000,6/26/2017 0:00,159900,Exclusive Right,159900,595,Chain Link,D2,125X40,625 - St. Paul,29,7/25/2017 0:00,0,15x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Den",Asphalt Shingles,Main,No,"",29,Detached Garage,1190,1056,Main,16x13,2306,2016,1190,"",1883,Residential-Single,(SF) One 1/2 Stories,0.11,None,"Range, Refrigerator, Freezer, Washer, Dryer","","","",Shakes,"","","",Eat In Kitchen,"Full, Partial Finished",1,0,0,0,SF,1,Upper Level Full Bath,12x11,Main,15x12,Upper,12x11,Upper,"","",3,0,"",0,Unknown,1250
1695,RMLS,932,932 Thomas Ave,Thomas,55104,MN,STP - Saint Paul,163000,6/22/2017 0:00,159900,Exclusive Right,159900,684,"",E3,125 x 33,625 - St. Paul,32,7/24/2017 0:00,0,"","Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Age 8 Years or Less,"",No,"",32,Detached Garage,994,1221,"","",1280,2017,994,"",1905,Residential-Single,(SF) One 1/2 Stories,0.1,None,"Range, Microwave, Refrigerator, Washer, Dryer","",Main Level,"",Vinyl,"","","",Separate/Formal Dining Room,Unfinished,1,0,0,0,SF,1,Upper Level Full Bath,"","","","","","","","",2,0,"",0,Yes,58.2
1696,RMLS,718,"718 Portland Ave, F",Portland,55104,MN,STP - Saint Paul,159900,6/1/2017 0:00,159900,Exclusive Right,159900,820,"",A1,0,625 - St. Paul,21,6/22/2017 0:00,0,8x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","",Main,No,"",21,"Uncovered/Open, Assigned",820,1990,Main,12x13,1990,2017,820,F,1931,Residential-Single,(CC) Low Rise (3- Levels),0.019,Wall,"Range, Dishwasher, Refrigerator","","","",Brick/Stone,"",Main,9x10,Informal Dining Room,None,1,0,0,0,SF,1,Main Floor Full Bath,10x13,Main,9x10,Main,"","","","",2,0,Not Assumable,290,Unknown,0
1697,RMLS,1128,1128 Magnolia Ave E,Magnolia,55106,MN,STP - Saint Paul,161900,5/28/2017 0:00,159900,Exclusive Right,159900,600,Other,D2,40X125,625 - St. Paul,21,6/18/2017 0:00,0,9 x 12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Pantry (Walk-In), Recreation Room, Work Shop","Asphalt Shingles, Age 8 Years or Less",Main,No,"",21,Detached Garage,1217,1310,Main,19 x 12,1810,2017,1426,"",1924,Residential-Single,(SF) One 1/2 Stories,0.11,Central,"Range, Exhaust Fan/Hood, Refrigerator, Washer, Dryer","","Lower Level, Family Room","",Metal,"",Main,10 x 12,"Separate/Formal Dining Room, Eat In Kitchen",Full,1,0,0,1,SF,2,"3/4 Basement, Basement",12x11,Upper,9.5x8.5,Upper,12x10,Main,"","",2,209,Not Assumable,0,No,540
